address,region,house_size,property_size,sales_price,sales_date
"
          Stenbergavägen 40A
        ","
            Ritorp-Oxelgrenshagen,
          Södertälje kommun
        ","
                120
                ","
              1 013 m² tomt
            ","
            Slutpris 5 750 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Hagalundsvägen 2
        ","
            Molnby,
          Vallentuna kommun
        ","
                50 m²
             
              2 rum
          ","
              2 618 m² tomt
            ","
            Slutpris 3 300 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Nials väg 24
        ","
            Glömsta,
          Huddinge kommun
        ","
                25
                ","
              3 320 m² tomt
            ","
            Slutpris 3 360 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Stallvägen 6
        ","
            Landsnora,
          Sollentuna kommun
        ","
                173
                ","
              1 413 m² tomt
            ","
            Slutpris 13 800 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Zinkvägen 14
        ","
            Kallhäll,
          Järfälla kommun
        ","
                115
                ","
              537 m² tomt
            ","
            Slutpris 5 200 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Trollbäcksvägen 39A
        ","
            Hanviken/Trollbäcken,
          Tyresö kommun
        ","
                131
                ","
              1 161 m² tomt
            ","
            Slutpris 7 225 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Petunievägen 28
        ","
            Tullinge,
          Botkyrka kommun
        ","
                99 m²
             
              3 rum
          ","
              245 m² tomt
            ","
            Slutpris 5 250 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Södergårdsslingan 1B
        ","
            Ingarö - Långvik,
          Värmdö kommun
        ","
                172
                ","
              3 342 m² tomt
            ","
            Slutpris 6 725 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Tallstubbsbacken 20
        ","
            Spånga Solhem,
          Stockholms kommun
        ","
                93
                ","
              565 m² tomt
            ","
            Slutpris 7 975 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Dimvägen 24
        ","
            Berghem,
          Järfälla kommun
        ","
                154
                ","
              864 m² tomt
            ","
            Slutpris 8 200 000 kr
        ","
            Såld 3 juni 2022
          "
"
          Snickarlasses väg 5
        ","
            Enhörna,
          Södertälje kommun
        ","
                90 m²
             
              4 rum
          ","
              1 095 m² tomt
            ","
            Slutpris 2 605 000 kr
        ","
            Såld 3 juni 2022
          "
